,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
10,3411.7263670294333,4751.076317305178,2822.3570085878014,2877.5051098477375,2974.134159125279,2928.817354185893,4013.0350848399785,4083.5961124215546,3797.557808361655,56.908733263661574,0.0,3203.2212783412997,4025.113282830784,3644.9678392214246,2731.073580797043,2274.1918897316464,1736.0322792212967,7380.440134955119,6498.073000853204,3990.4714104123645,3728.2402305882806,33577.6901440306,3784.1221774493583,2260.891651827041,2588.852210127009,2625.213770448832,5670.589230743215
11,1391.2700150920748,2850.7827219666997,696.2337696973206,347.80828948513596,1393.659501171946,379.40413552359985,852.4179502512596,896.8222436069719,3278.5337180207316,3147.5062503502095,3203.221278341466,0.0,1534.9036484834498,3053.923453169344,472.1576415428928,2762.6371530103274,2053.658370114613,6179.795815984596,5675.527051508992,1236.1345145237533,534.7182074029689,34604.498795670304,1357.3106383471675,942.6713592093437,632.7946247911185,581.3079808070717,2535.597044376527
12,2891.017176401555,1348.9189242792247,1330.335415496471,1585.438751101096,2928.507524657309,1880.0236818092228,1743.4011999045456,1652.7792582535942,2314.4702512784716,3977.2077909467293,4025.113282831055,1534.9036484834894,0.0,2125.7093100951465,1760.4527183411747,2592.249379899726,2386.639360367271,4694.083442100576,4288.063250968725,2484.970359146808,1539.0520510368733,33490.9600186036,2750.036266667018,2088.1232586062197,1958.9249357505914,1871.2229897387554,2881.0144631030057
13,4372.689528382295,1640.9800132101154,2410.2136805652913,2851.967939365948,4207.730606283246,3218.213336455444,3653.1531136181975,3601.3225658005367,226.3595525099053,3620.5057425518435,3644.9678392214605,3053.923453169431,2125.70931009531,0.0,2933.295398488391,1394.9149865273248,2048.7884507718454,3747.8720060005935,2940.199790295531,4268.509700130849,3357.7390193249717,31553.611529599024,4408.922126367698,2912.808295797895,3049.426756195163,2974.8849899174465,4998.901477621453
14,1443.7497130929846,2991.8344920149602,543.0236290814122,182.9832242723048,1295.2400886621176,314.7360477654776,1305.9483222634517,1362.1097851321235,3159.595695301916,2675.374442459,2731.0735807970345,472.1576415424125,1760.4527183411233,2933.29539848846,0.0,2443.1941251963285,1656.780466382419,6266.230142195154,5689.110177030145,1538.3268370464225,1001.8656400178868,34433.70418139768,1548.9946231729161,470.90079246185195,201.48937847322685,121.62719662499862,2989.346298668521
15,3815.38325299041,2773.689809409331,2074.1445764152054,2450.7867663781303,3529.0387688332876,2757.789708776315,3560.1035233854327,3557.5135413354446,1529.0511577709042,2254.6870047344355,2274.19188973176,2762.63715301026,2592.249379899625,1394.9149865273478,2443.1941251965873,0.0,934.0404843116851,5107.830780848561,4229.4231494296655,3971.5781886733516,3227.51315048843,32115.87190019084,3986.2865938583936,2204.5556292188376,2470.1972450144217,2426.396695426158,5160.1972762729665
16,2939.465978766242,3015.0719740678664,1432.5227233941428,1712.1625966871302,2624.202641631061,1960.9752437091179,2898.7430172015893,2923.222096851746,2238.876587182781,1697.8272644756632,1736.032279221531,2053.658370114494,2386.639360367423,2048.788450771885,1656.7804663820086,934.0404843116163,0.0,5784.66690030926,4985.402304956803,3190.629266999001,2568.486764450726,33043.058981171205,3153.247478340366,1332.7234926593078,1637.3165225262496,1611.6587120811841,4566.133780790483
17,7566.448354845185,3345.291200021719,5730.4909169664725,6124.977777882063,7542.700187438998,6475.13943598266,6407.13403285767,6301.2353443033435,3583.6266480104114,7358.8527589859905,7380.440134955179,6179.795815984602,4694.083442100624,3747.8720060006767,6266.230142195153,5107.830780848624,5784.666900309325,0.0,1069.6870365943523,7168.193065710206,6231.215243524706,29413.77799219055,7444.110097259631,6411.72831277676,6435.521923654346,6348.173370307686,7039.574624680634
18,7064.1173107685745,2981.848742029885,5146.0965078795525,5567.334203116422,6983.659686758089,5930.829796527279,6031.461064285546,5939.195018649226,2746.8166593400438,6481.194715424452,6498.073000853306,5675.527051509027,4288.063250968785,2940.1997902955623,5689.110177030145,4229.42314942972,4985.402304956855,1069.6870365942773,0.0,6764.299266775653,5811.998003366917,29369.701737765845,6998.439986235743,5767.9729914948,5840.435108263527,5756.774524640093,6901.4531645335865
19,805.0316779129543,3829.1556561025063,1928.977547525252,1521.9061696419692,1193.349015026564,1229.7519439810465,771.9394464394269,891.5088532607339,4490.893779594729,3933.680857350737,3990.471410411966,1236.1345145236398,2484.9703591469074,4268.509700130874,1538.3268370464787,3971.578188672991,3190.6292669989143,7168.193065710163,6764.29926677563,0.0,952.710531527075,35821.580721776154,395.44011288715825,1894.2895561458429,1561.7201066737803,1579.5047496289717,1790.4336564969785
20,1417.3037253180917,2887.2105479427364,1159.2970713687766,880.6690040598493,1579.35498881992,820.7268073977157,333.56929243130963,362.18271479818236,3576.608049323631,3672.2042688325587,3728.240230588806,534.718207402584,1539.0520510367965,3357.7390193249416,1001.8656400179871,3227.5131504884016,2568.486764450945,6231.2152435247,5811.998003366944,952.7105315270088,0.0,34898.84181720177,1216.1127574933694,1468.486372699919,1141.6867394685096,1103.3108658038834,2004.5969758593126
21,35872.14046252359,32294.74287162627,33940.47248680103,34378.987635886966,35631.31634113635,34736.41446586033,35176.93881121035,35109.44181878177,31330.758757679007,33604.250244552335,33577.69014403073,34604.49879567041,33490.960018603655,31553.611529598827,34433.70418139753,32115.871900190796,33043.0589811714,29413.777992190542,29369.70173776567,35821.58072177633,34898.841817201865,0.0,35953.51750889658,34294.58948301212,34513.40273336913,34451.737738004136,36255.032795963394
22,439.48908580763367,4098.924465783579,2014.0939197293872,1579.1411574931503,870.3332348126147,1235.516908025118,1111.22868493974,1238.5226800224182,4634.042398982521,3727.86937403191,3784.1221774491837,1357.3106383471031,2750.0362666670403,4408.922126367688,1548.994623172868,3986.2865938585905,3153.2474783403964,7444.110097259587,6998.439986235751,395.44011288683123,1216.1127574933944,35953.51750889675,0.0,1824.0401024860537,1520.7730556239073,1560.008647443799,2136.6480498131964
23,1612.8705063084658,3219.511111331475,760.7731466062784,629.4616924963044,1337.17694224914,696.0542488761387,1762.9811036564806,1826.327798001523,3135.5868083127034,2205.076995688004,2260.891651827357,942.6713592091304,2088.123258606168,2912.808295798007,470.9007924621281,2204.555629219035,1332.7234926595204,6411.728312776762,5767.972991494806,1894.2895561456132,1468.4863727001366,34294.58948301222,1824.0401024861644,0.0,344.22059863340877,365.47385440990337,3440.206992605072
24,1360.2910585050345,3176.6093444672333,705.183241085445,384.01435579535496,1158.9455378155399,351.8426489792006,1425.8824942512101,1494.8459143484774,3275.132208288015,2532.6030144014317,2588.852210127227,632.7946247907578,1958.9249357506947,3049.426756195217,201.48937847307565,2470.197245014338,1637.3165225261025,6435.521923654343,5840.435108263496,1561.7201066734162,1141.6867394686294,34513.40273336931,1520.7730556236534,344.2205986333095,0.0,89.36749603181119,3098.7054013046945
25,1420.4030863700011,3087.3318597496627,617.6911177437465,303.6858396751855,1236.5769482742644,351.9814782916128,1398.4036378056796,1460.8541212519958,3200.834561916009,2569.2659368748477,2625.213770448414,581.3079808071403,1871.2229897387392,2974.884989917277,121.62719662509822,2426.396695425956,1611.658712080997,6348.173370307688,5756.7745246400955,1579.5047496285692,1103.310865804057,34451.73773800396,1560.008647443757,365.47385440976205,89.36749603188217,0.0,3077.973799450797
26,2574.970539091094,3963.1004980091043,3139.016717498503,2883.2859024045433,2983.0971097958745,2749.830068483909,1684.529270461228,1644.8832695809285,5193.416210478075,5613.806299074192,5670.589230743086,2535.597044376883,2881.014463102798,4998.901477621366,2989.346298669,5160.197276273333,4566.133780790813,7039.574624680785,6901.453164533287,1790.433656497139,2004.5969758591025,36255.032795963365,2136.6480498134897,3440.206992605457,3098.7054013043253,3077.973799450801,0.0
