,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.0,3556.764509091437,3511.617543832191,94.85021597574558,286.91854517055947,200.61646749478427,397.7145029945689,2790.435973678184,240.1479395356186,299.6379907720242,1986.7077966317268,1791.0501832369152,2134.703098803094,2088.752524976097,2104.426893893973,1128.2901004301048,540.6439541966322,1784.8566427360572,3397.2793643065884,1681.7826422656851,1089.151061566901,1066.6510415240714,268.8127559234685
1,3556.7645090914343,0.0,1439.3601947057957,3512.0966965899865,3280.9844971988223,3742.1015123922284,3559.666101198372,1444.6025284101806,3327.5601930600164,3278.430520930882,1658.995774966331,1832.6627508736544,1905.9983620359194,1875.382885337441,1944.7130887376102,2642.303664862666,3196.566233404118,2098.745343178381,269.71054280407037,1969.2273289874197,2477.333878349489,2490.3975709833003,3815.2892217877297
2,3511.617543832183,1439.3601947059822,0.0,3437.102140777798,3227.8308044331684,3652.356679246064,3671.109408344037,723.5631725202358,3331.985477406587,3303.848735097468,1620.5211484626832,1802.8900028921653,2697.1385822396005,2630.334818161059,2724.8928709293577,2983.9337626286515,3350.2800466525027,2709.2175636956713,1620.9726034866455,1872.233867752615,2491.3023051800737,2580.212521483038,3778.567498252342
3,94.85021597607731,3512.096696589985,3437.1021407777976,0.0,231.1184158325202,230.20165825332654,481.10591235417394,2717.1817498877467,239.16652768603015,301.530844799682,1926.6644720653803,1731.6980047670695,2133.262701296427,2084.2071480397462,2104.2021337983065,1134.506421842614,574.2481976433404,1782.4502263785594,3358.0135622557455,1618.698697816851,1037.4378017877766,1026.0578746717943,342.7477632643237
4,286.9185451704907,3280.9844971988296,3227.830804433123,231.11841583252044,0.0,461.177186695584,538.709779525765,2505.932398497122,152.67811864318597,182.5841136563169,1700.5249126145202,1505.0519314405446,1931.0272255740535,1878.3619371869102,1903.57589422585,949.4794198072566,469.7724758866809,1580.171290001307,3127.3036193218263,1394.9438125326426,806.9941538820132,795.6804505409849,555.7048331939758
5,200.6164674947182,3742.1015123922316,3652.356679246105,230.20165825332657,461.177186695584,0.0,517.8177063077193,2934.466617892894,440.0953659394442,500.1582233706331,2154.6953779562823,1960.0842549968002,2334.975422757703,2289.2970196016613,2304.545173747319,1327.6323374710385,730.7507719131224,1985.276230593772,3586.9792342158403,1845.466196600793,1267.610234642733,1254.9000618316386,171.48056297936174
6,397.71450299482444,3559.6661011983624,3671.1094083439334,481.1059123542802,538.709779525356,517.8177063075374,0.0,2947.9301027317224,389.72498083654784,390.5143932962677,2084.8294398932057,1890.3703927878967,1970.0809372487488,1937.428725811866,1935.5987031971367,971.3607746258306,364.05534840061017,1632.39044561549,3376.3554863798845,1802.7331317729597,1182.7146187525952,1112.7982084717726,424.02627040731903
7,2790.4359736783726,1444.6025284099267,723.5631725202865,2717.1817498877463,2505.932398497266,2934.46661789283,2947.9301027317174,0.0,2608.7281467736293,2580.3224919376225,918.6717295903276,1091.3235767799536,2129.3371977679767,2054.2325003061906,2151.264374889478,2286.913539868259,2629.5397805621737,2081.8223303356895,1512.3069503366094,1151.9071115653712,1769.3710897091908,1861.724961390426,3057.9370709379964
8,240.14793953575136,3327.560193060018,3331.9854774064574,239.1665276860896,152.67811864338557,440.09536593936105,389.7249808366167,2608.7281467737434,0.0,62.43340295031192,1779.0149383281362,1582.8907065227459,1898.5403353487563,1851.208633974862,1868.8704225347954,896.3497370946178,347.7449595313864,1548.1345056038965,3163.942572364951,1480.897198552312,873.4830175008186,837.943219922066,487.7381584382746
9,299.63799077212053,3278.4305209308927,3303.848735097446,301.5308447996769,182.58411365663048,500.1582233705437,390.5143932964933,2580.322491937436,62.43340295006946,0.0,1741.1152469804604,1545.070240124073,1836.8509213918985,1789.924406372152,1807.0470667781801,834.0022975764845,293.66467310552883,1486.5721812380868,3112.3677765930074,1446.4416779734356,834.0013201761817,791.0672170033502,538.6763151786189
10,1986.7077966317215,1658.9957749663097,1620.5211484630352,1926.664472065399,1700.5249126145236,2154.6953779562637,2084.8294398933194,918.6717295904363,1779.01493832818,1741.115246980463,0.0,196.12444160223902,1355.764384317686,1273.0333540965783,1367.2705035594734,1368.4531506301987,1747.0791013394885,1223.154988793147,1568.196383566893,315.7225205820381,907.3674123864652,974.5876696817592,2254.649652477447
